Series ID,Year,Period,Label,Value
CES0000000001,2000,M01,2000 Jan,131005
CES0000000001,2000,M02,2000 Feb,131124
CES0000000001,2000,M03,2000 Mar,131596
CES0000000001,2000,M04,2000 Apr,131888
CES0000000001,2000,M05,2000 May,132105
CES0000000001,2000,M06,2000 Jun,132061
CES0000000001,2000,M07,2000 Jul,132236
CES0000000001,2000,M08,2000 Aug,132230
CES0000000001,2000,M09,2000 Sep,132353
CES0000000001,2000,M10,2000 Oct,132351
CES0000000001,2000,M11,2000 Nov,132556
CES0000000001,2000,M12,2000 Dec,132709
CES0000000001,2001,M01,2001 Jan,132698
CES0000000001,2001,M02,2001 Feb,132789
CES0000000001,2001,M03,2001 Mar,132747
CES0000000001,2001,M04,2001 Apr,132463
CES0000000001,2001,M05,2001 May,132410
CES0000000001,2001,M06,2001 Jun,132299
CES0000000001,2001,M07,2001 Jul,132177
CES0000000001,2001,M08,2001 Aug,132028
CES0000000001,2001,M09,2001 Sep,131771
CES0000000001,2001,M10,2001 Oct,131454
CES0000000001,2001,M11,2001 Nov,131142
CES0000000001,2001,M12,2001 Dec,130982
CES0000000001,2002,M01,2002 Jan,130852
CES0000000001,2002,M02,2002 Feb,130736
CES0000000001,2002,M03,2002 Mar,130717
CES0000000001,2002,M04,2002 Apr,130623
CES0000000001,2002,M05,2002 May,130634
CES0000000001,2002,M06,2002 Jun,130684
CES0000000001,2002,M07,2002 Jul,130590
CES0000000001,2002,M08,2002 Aug,130587
CES0000000001,2002,M09,2002 Sep,130501
CES0000000001,2002,M10,2002 Oct,130628
CES0000000001,2002,M11,2002 Nov,130615
CES0000000001,2002,M12,2002 Dec,130472
CES0000000001,2003,M01,2003 Jan,130580
CES0000000001,2003,M02,2003 Feb,130444
CES0000000001,2003,M03,2003 Mar,130232
CES0000000001,2003,M04,2003 Apr,130177
CES0000000001,2003,M05,2003 May,130196
CES0000000001,2003,M06,2003 Jun,130194
CES0000000001,2003,M07,2003 Jul,130191
CES0000000001,2003,M08,2003 Aug,130149
CES0000000001,2003,M09,2003 Sep,130254
CES0000000001,2003,M10,2003 Oct,130454
CES0000000001,2003,M11,2003 Nov,130474
CES0000000001,2003,M12,2003 Dec,130588
CES0000000001,2004,M01,2004 Jan,130769
CES0000000001,2004,M02,2004 Feb,130825
CES0000000001,2004,M03,2004 Mar,131142
CES0000000001,2004,M04,2004 Apr,131411
CES0000000001,2004,M05,2004 May,131694
CES0000000001,2004,M06,2004 Jun,131793
CES0000000001,2004,M07,2004 Jul,131848
CES0000000001,2004,M08,2004 Aug,131937
CES0000000001,2004,M09,2004 Sep,132093
CES0000000001,2004,M10,2004 Oct,132447
CES0000000001,2004,M11,2004 Nov,132503
CES0000000001,2004,M12,2004 Dec,132624
CES0000000001,2005,M01,2005 Jan,132774
CES0000000001,2005,M02,2005 Feb,133032
CES0000000001,2005,M03,2005 Mar,133156
CES0000000001,2005,M04,2005 Apr,133518
CES0000000001,2005,M05,2005 May,133690
CES0000000001,2005,M06,2005 Jun,133942
CES0000000001,2005,M07,2005 Jul,134296
CES0000000001,2005,M08,2005 Aug,134498
CES0000000001,2005,M09,2005 Sep,134566
CES0000000001,2005,M10,2005 Oct,134655
CES0000000001,2005,M11,2005 Nov,134993
CES0000000001,2005,M12,2005 Dec,135149
CES0000000001,2006,M01,2006 Jan,135429
CES0000000001,2006,M02,2006 Feb,135737
CES0000000001,2006,M03,2006 Mar,136047
CES0000000001,2006,M04,2006 Apr,136205
CES0000000001,2006,M05,2006 May,136244
CES0000000001,2006,M06,2006 Jun,136325
CES0000000001,2006,M07,2006 Jul,136520
CES0000000001,2006,M08,2006 Aug,136694
CES0000000001,2006,M09,2006 Sep,136843
CES0000000001,2006,M10,2006 Oct,136852
CES0000000001,2006,M11,2006 Nov,137063
CES0000000001,2006,M12,2006 Dec,137249
CES0000000001,2007,M01,2007 Jan,137477
CES0000000001,2007,M02,2007 Feb,137558
CES0000000001,2007,M03,2007 Mar,137793
CES0000000001,2007,M04,2007 Apr,137842
CES0000000001,2007,M05,2007 May,137993
CES0000000001,2007,M06,2007 Jun,138069
CES0000000001,2007,M07,2007 Jul,138038
CES0000000001,2007,M08,2007 Aug,138015
CES0000000001,2007,M09,2007 Sep,138095
CES0000000001,2007,M10,2007 Oct,138174
CES0000000001,2007,M11,2007 Nov,138284
CES0000000001,2007,M12,2007 Dec,138392
CES0000000001,2008,M01,2008 Jan,138403
CES0000000001,2008,M02,2008 Feb,138324
CES0000000001,2008,M03,2008 Mar,138275
CES0000000001,2008,M04,2008 Apr,138035
CES0000000001,2008,M05,2008 May,137858
CES0000000001,2008,M06,2008 Jun,137687
CES0000000001,2008,M07,2008 Jul,137491
CES0000000001,2008,M08,2008 Aug,137213
CES0000000001,2008,M09,2008 Sep,136753
CES0000000001,2008,M10,2008 Oct,136272
CES0000000001,2008,M11,2008 Nov,135545
CES0000000001,2008,M12,2008 Dec,134839
CES0000000001,2009,M01,2009 Jan,134055
CES0000000001,2009,M02,2009 Feb,133312
CES0000000001,2009,M03,2009 Mar,132512
CES0000000001,2009,M04,2009 Apr,131817
CES0000000001,2009,M05,2009 May,131475
CES0000000001,2009,M06,2009 Jun,131008
CES0000000001,2009,M07,2009 Jul,130668
CES0000000001,2009,M08,2009 Aug,130485
CES0000000001,2009,M09,2009 Sep,130244
CES0000000001,2009,M10,2009 Oct,130045
CES0000000001,2009,M11,2009 Nov,130057
CES0000000001,2009,M12,2009 Dec,129788
CES0000000001,2010,M01,2010 Jan,129790
CES0000000001,2010,M02,2010 Feb,129698
CES0000000001,2010,M03,2010 Mar,129879
CES0000000001,2010,M04,2010 Apr,130110
CES0000000001,2010,M05,2010 May,130650
CES0000000001,2010,M06,2010 Jun,130511
CES0000000001,2010,M07,2010 Jul,130427
CES0000000001,2010,M08,2010 Aug,130422
CES0000000001,2010,M09,2010 Sep,130357
CES0000000001,2010,M10,2010 Oct,130625
CES0000000001,2010,M11,2010 Nov,130750
CES0000000001,2010,M12,2010 Dec,130822
CES0000000001,2011,M01,2011 Jan,130841
CES0000000001,2011,M02,2011 Feb,131053
CES0000000001,2011,M03,2011 Mar,131288
CES0000000001,2011,M04,2011 Apr,131602
CES0000000001,2011,M05,2011 May,131703
CES0000000001,2011,M06,2011 Jun,131939
CES0000000001,2011,M07,2011 Jul,131999
CES0000000001,2011,M08,2011 Aug,132125
CES0000000001,2011,M09,2011 Sep,132358
CES0000000001,2011,M10,2011 Oct,132562
CES0000000001,2011,M11,2011 Nov,132694
CES0000000001,2011,M12,2011 Dec,132896
CES0000000001,2012,M01,2012 Jan,133250
CES0000000001,2012,M02,2012 Feb,133512
CES0000000001,2012,M03,2012 Mar,133752
CES0000000001,2012,M04,2012 Apr,133834
CES0000000001,2012,M05,2012 May,133934
CES0000000001,2012,M06,2012 Jun,134007
CES0000000001,2012,M07,2012 Jul,134159
CES0000000001,2012,M08,2012 Aug,134331
CES0000000001,2012,M09,2012 Sep,134518
CES0000000001,2012,M10,2012 Oct,134677
CES0000000001,2012,M11,2012 Nov,134833
CES0000000001,2012,M12,2012 Dec,135072
CES0000000001,2013,M01,2013 Jan,135263
CES0000000001,2013,M02,2013 Feb,135541
CES0000000001,2013,M03,2013 Mar,135680
CES0000000001,2013,M04,2013 Apr,135871
CES0000000001,2013,M05,2013 May,136093
CES0000000001,2013,M06,2013 Jun,136274
CES0000000001,2013,M07,2013 Jul,136386
CES0000000001,2013,M08,2013 Aug,136628
CES0000000001,2013,M09,2013 Sep,136815
CES0000000001,2013,M10,2013 Oct,137040
CES0000000001,2013,M11,2013 Nov,137304
CES0000000001,2013,M12,2013 Dec,137373
CES0000000001,2014,M01,2014 Jan,137548
CES0000000001,2014,M02,2014 Feb,137714
CES0000000001,2014,M03,2014 Mar,137968
CES0000000001,2014,M04,2014 Apr,138293
CES0000000001,2014,M05,2014 May,138511
CES0000000001,2014,M06,2014 Jun,138837
CES0000000001,2014,M07,2014 Jul,139069
CES0000000001,2014,M08,2014 Aug,139257
CES0000000001,2014,M09,2014 Sep,139566
CES0000000001,2014,M10,2014 Oct,139818
CES0000000001,2014,M11,2014 Nov,140109
CES0000000001,2014,M12,2014 Dec,140377
CES0000000001,2015,M01,2015 Jan,140568
CES0000000001,2015,M02,2015 Feb,140839
CES0000000001,2015,M03,2015 Mar,140910
CES0000000001,2015,M04,2015 Apr,141194
CES0000000001,2015,M05,2015 May,141525
CES0000000001,2015,M06,2015 Jun,141699
CES0000000001,2015,M07,2015 Jul,142001
CES0000000001,2015,M08,2015 Aug,142126
CES0000000001,2015,M09,2015 Sep,142281
CES0000000001,2015,M10,2015 Oct,142587
CES0000000001,2015,M11,2015 Nov,142824
CES0000000001,2015,M12,2015 Dec,143097
CES0000000001,2016,M01,2016 Jan,143205
CES0000000001,2016,M02,2016 Feb,143417
CES0000000001,2016,M03,2016 Mar,143654
CES0000000001,2016,M04,2016 Apr,143851
CES0000000001,2016,M05,2016 May,143892
CES0000000001,2016,M06,2016 Jun,144150
CES0000000001,2016,M07,2016 Jul,144521
CES0000000001,2016,M08,2016 Aug,144664
CES0000000001,2016,M09,2016 Sep,144953
CES0000000001,2016,M10,2016 Oct,145071
CES0000000001,2016,M11,2016 Nov,145201
CES0000000001,2016,M12,2016 Dec,145415
CES0000000001,2017,M01,2017 Jan,145612
CES0000000001,2017,M02,2017 Feb,145795
CES0000000001,2017,M03,2017 Mar,145934
CES0000000001,2017,M04,2017 Apr,146154
CES0000000001,2017,M05,2017 May,146295
CES0000000001,2017,M06,2017 Jun,146506
CES0000000001,2017,M07,2017 Jul,146734
CES0000000001,2017,M08,2017 Aug,146924
CES0000000001,2017,M09,2017 Sep,146966
CES0000000001,2017,M10,2017 Oct,147215
CES0000000001,2017,M11,2017 Nov,147411
CES0000000001,2017,M12,2017 Dec,147590
CES0000000001,2018,M01,2018 Jan,147671
CES0000000001,2018,M02,2018 Feb,148049
CES0000000001,2018,M03,2018 Mar,148244
CES0000000001,2018,M04,2018 Apr,148397
CES0000000001,2018,M05,2018 May,148667
CES0000000001,2018,M06,2018 Jun,148881
CES0000000001,2018,M07,2018 Jul,149030
CES0000000001,2018,M08,2018 Aug,149259
CES0000000001,2018,M09,2018 Sep,149364
CES0000000001,2018,M10,2018 Oct,149576
CES0000000001,2018,M11,2018 Nov,149668
CES0000000001,2018,M12,2018 Dec,149908
CES0000000001,2019,M01,2019 Jan,150145
CES0000000001,2019,M02,2019 Feb,150095
CES0000000001,2019,M03,2019 Mar,150263
CES0000000001,2019,M04,2019 Apr,150482
CES0000000001,2019,M05,2019 May,150545
CES0000000001,2019,M06,2019 Jun,150720
CES0000000001,2019,M07,2019 Jul,150913
CES0000000001,2019,M08,2019 Aug,151108
CES0000000001,2019,M09,2019 Sep,151329
CES0000000001,2019,M10,2019 Oct,151524
CES0000000001,2019,M11,2019 Nov,151758
CES0000000001,2019,M12,2019 Dec,151919
CES0000000001,2020,M01,2020 Jan,152234
CES0000000001,2020,M02,2020 Feb,152523
CES0000000001,2020,M03,2020 Mar,150840
CES0000000001,2020,M04,2020 Apr,130161
CES0000000001,2020,M05,2020 May,132994
CES0000000001,2020,M06,2020 Jun,137840
CES0000000001,2020,M07,2020 Jul,139566
CES0000000001,2020,M08,2020 Aug,141149
CES0000000001,2020,M09,2020 Sep,141865
CES0000000001,2020,M10,2020 Oct,142545
CES0000000001,2020,M11,2020 Nov,142809
CES0000000001,2020,M12,2020 Dec,142503
CES0000000001,2021,M01,2021 Jan,142736
CES0000000001,2021,M02,2021 Feb,143272
CES0000000001,2021,M03,2021 Mar,144057
CES0000000001,2021,M04,2021 Apr,144326
CES0000000001,2021,M05,2021 May,144940
CES0000000001,2021,M06,2021 Jun,145878
CES0000000001,2021,M07,2021 Jul,146821
CES0500000002,2006,M03,2006 Mar,34.2
CES0500000002,2006,M04,2006 Apr,34.3
CES0500000002,2006,M05,2006 May,34.3
CES0500000002,2006,M06,2006 Jun,34.4
CES0500000002,2006,M07,2006 Jul,34.4
CES0500000002,2006,M08,2006 Aug,34.3
CES0500000002,2006,M09,2006 Sep,34.4
CES0500000002,2006,M10,2006 Oct,34.3
CES0500000002,2006,M11,2006 Nov,34.4
CES0500000002,2006,M12,2006 Dec,34.4
CES0500000002,2007,M01,2007 Jan,34.3
CES0500000002,2007,M02,2007 Feb,34.3
CES0500000002,2007,M03,2007 Mar,34.4
CES0500000002,2007,M04,2007 Apr,34.3
CES0500000002,2007,M05,2007 May,34.4
CES0500000002,2007,M06,2007 Jun,34.5
CES0500000002,2007,M07,2007 Jul,34.4
CES0500000002,2007,M08,2007 Aug,34.4
CES0500000002,2007,M09,2007 Sep,34.4
CES0500000002,2007,M10,2007 Oct,34.3
CES0500000002,2007,M11,2007 Nov,34.4
CES0500000002,2007,M12,2007 Dec,34.4
CES0500000002,2008,M01,2008 Jan,34.4
CES0500000002,2008,M02,2008 Feb,34.4
CES0500000002,2008,M03,2008 Mar,34.5
CES0500000002,2008,M04,2008 Apr,34.3
CES0500000002,2008,M05,2008 May,34.4
CES0500000002,2008,M06,2008 Jun,34.4
CES0500000002,2008,M07,2008 Jul,34.3
CES0500000002,2008,M08,2008 Aug,34.3
CES0500000002,2008,M09,2008 Sep,34.2
CES0500000002,2008,M10,2008 Oct,34.2
CES0500000002,2008,M11,2008 Nov,34.1
CES0500000002,2008,M12,2008 Dec,33.9
CES0500000002,2009,M01,2009 Jan,34.0
CES0500000002,2009,M02,2009 Feb,34.0
CES0500000002,2009,M03,2009 Mar,33.8
CES0500000002,2009,M04,2009 Apr,33.8
CES0500000002,2009,M05,2009 May,33.8
CES0500000002,2009,M06,2009 Jun,33.7
CES0500000002,2009,M07,2009 Jul,33.8
CES0500000002,2009,M08,2009 Aug,33.8
CES0500000002,2009,M09,2009 Sep,33.9
CES0500000002,2009,M10,2009 Oct,33.8
CES0500000002,2009,M11,2009 Nov,33.9
CES0500000002,2009,M12,2009 Dec,33.9
CES0500000002,2010,M01,2010 Jan,34.1
CES0500000002,2010,M02,2010 Feb,33.8
CES0500000002,2010,M03,2010 Mar,34.0
CES0500000002,2010,M04,2010 Apr,34.1
CES0500000002,2010,M05,2010 May,34.1
CES0500000002,2010,M06,2010 Jun,34.1
CES0500000002,2010,M07,2010 Jul,34.2
CES0500000002,2010,M08,2010 Aug,34.2
CES0500000002,2010,M09,2010 Sep,34.3
CES0500000002,2010,M10,2010 Oct,34.3
CES0500000002,2010,M11,2010 Nov,34.2
CES0500000002,2010,M12,2010 Dec,34.3
CES0500000002,2011,M01,2011 Jan,34.2
CES0500000002,2011,M02,2011 Feb,34.3
CES0500000002,2011,M03,2011 Mar,34.3
CES0500000002,2011,M04,2011 Apr,34.4
CES0500000002,2011,M05,2011 May,34.3
CES0500000002,2011,M06,2011 Jun,34.3
CES0500000002,2011,M07,2011 Jul,34.4
CES0500000002,2011,M08,2011 Aug,34.3
CES0500000002,2011,M09,2011 Sep,34.4
CES0500000002,2011,M10,2011 Oct,34.4
CES0500000002,2011,M11,2011 Nov,34.4
CES0500000002,2011,M12,2011 Dec,34.4
CES0500000002,2012,M01,2012 Jan,34.5
CES0500000002,2012,M02,2012 Feb,34.5
CES0500000002,2012,M03,2012 Mar,34.4
CES0500000002,2012,M04,2012 Apr,34.5
CES0500000002,2012,M05,2012 May,34.4
CES0500000002,2012,M06,2012 Jun,34.4
CES0500000002,2012,M07,2012 Jul,34.4
CES0500000002,2012,M08,2012 Aug,34.4
CES0500000002,2012,M09,2012 Sep,34.4
CES0500000002,2012,M10,2012 Oct,34.4
CES0500000002,2012,M11,2012 Nov,34.4
CES0500000002,2012,M12,2012 Dec,34.5
CES0500000002,2013,M01,2013 Jan,34.4
CES0500000002,2013,M02,2013 Feb,34.5
CES0500000002,2013,M03,2013 Mar,34.5
CES0500000002,2013,M04,2013 Apr,34.4
CES0500000002,2013,M05,2013 May,34.5
CES0500000002,2013,M06,2013 Jun,34.5
CES0500000002,2013,M07,2013 Jul,34.4
CES0500000002,2013,M08,2013 Aug,34.5
CES0500000002,2013,M09,2013 Sep,34.4
CES0500000002,2013,M10,2013 Oct,34.4
CES0500000002,2013,M11,2013 Nov,34.5
CES0500000002,2013,M12,2013 Dec,34.4
CES0500000002,2014,M01,2014 Jan,34.4
CES0500000002,2014,M02,2014 Feb,34.3
CES0500000002,2014,M03,2014 Mar,34.5
CES0500000002,2014,M04,2014 Apr,34.5
CES0500000002,2014,M05,2014 May,34.5
CES0500000002,2014,M06,2014 Jun,34.5
CES0500000002,2014,M07,2014 Jul,34.5
CES0500000002,2014,M08,2014 Aug,34.6
CES0500000002,2014,M09,2014 Sep,34.5
CES0500000002,2014,M10,2014 Oct,34.6
CES0500000002,2014,M11,2014 Nov,34.6
CES0500000002,2014,M12,2014 Dec,34.6
CES0500000002,2015,M01,2015 Jan,34.5
CES0500000002,2015,M02,2015 Feb,34.6
CES0500000002,2015,M03,2015 Mar,34.5
CES0500000002,2015,M04,2015 Apr,34.5
CES0500000002,2015,M05,2015 May,34.5
CES0500000002,2015,M06,2015 Jun,34.5
CES0500000002,2015,M07,2015 Jul,34.5
CES0500000002,2015,M08,2015 Aug,34.5
CES0500000002,2015,M09,2015 Sep,34.5
CES0500000002,2015,M10,2015 Oct,34.6
CES0500000002,2015,M11,2015 Nov,34.5
CES0500000002,2015,M12,2015 Dec,34.5
CES0500000002,2016,M01,2016 Jan,34.6
CES0500000002,2016,M02,2016 Feb,34.4
CES0500000002,2016,M03,2016 Mar,34.4
CES0500000002,2016,M04,2016 Apr,34.4
CES0500000002,2016,M05,2016 May,34.4
CES0500000002,2016,M06,2016 Jun,34.4
CES0500000002,2016,M07,2016 Jul,34.4
CES0500000002,2016,M08,2016 Aug,34.3
CES0500000002,2016,M09,2016 Sep,34.4
CES0500000002,2016,M10,2016 Oct,34.4
CES0500000002,2016,M11,2016 Nov,34.4
CES0500000002,2016,M12,2016 Dec,34.4
CES0500000002,2017,M01,2017 Jan,34.4
CES0500000002,2017,M02,2017 Feb,34.3
CES0500000002,2017,M03,2017 Mar,34.3
CES0500000002,2017,M04,2017 Apr,34.4
CES0500000002,2017,M05,2017 May,34.3
CES0500000002,2017,M06,2017 Jun,34.4
CES0500000002,2017,M07,2017 Jul,34.4
CES0500000002,2017,M08,2017 Aug,34.4
CES0500000002,2017,M09,2017 Sep,34.4
CES0500000002,2017,M10,2017 Oct,34.4
CES0500000002,2017,M11,2017 Nov,34.5
CES0500000002,2017,M12,2017 Dec,34.5
CES0500000002,2018,M01,2018 Jan,34.4
CES0500000002,2018,M02,2018 Feb,34.5
CES0500000002,2018,M03,2018 Mar,34.5
CES0500000002,2018,M04,2018 Apr,34.5
CES0500000002,2018,M05,2018 May,34.5
CES0500000002,2018,M06,2018 Jun,34.5
CES0500000002,2018,M07,2018 Jul,34.5
CES0500000002,2018,M08,2018 Aug,34.5
CES0500000002,2018,M09,2018 Sep,34.4
CES0500000002,2018,M10,2018 Oct,34.5
CES0500000002,2018,M11,2018 Nov,34.4
CES0500000002,2018,M12,2018 Dec,34.5
CES0500000002,2019,M01,2019 Jan,34.5
CES0500000002,2019,M02,2019 Feb,34.4
CES0500000002,2019,M03,2019 Mar,34.5
CES0500000002,2019,M04,2019 Apr,34.4
CES0500000002,2019,M05,2019 May,34.4
CES0500000002,2019,M06,2019 Jun,34.4
CES0500000002,2019,M07,2019 Jul,34.3
CES0500000002,2019,M08,2019 Aug,34.4
CES0500000002,2019,M09,2019 Sep,34.4
CES0500000002,2019,M10,2019 Oct,34.4
CES0500000002,2019,M11,2019 Nov,34.3
CES0500000002,2019,M12,2019 Dec,34.3
CES0500000002,2020,M01,2020 Jan,34.3
CES0500000002,2020,M02,2020 Feb,34.4
CES0500000002,2020,M03,2020 Mar,34.1
CES0500000002,2020,M04,2020 Apr,34.2
CES0500000002,2020,M05,2020 May,34.7
CES0500000002,2020,M06,2020 Jun,34.6
CES0500000002,2020,M07,2020 Jul,34.6
CES0500000002,2020,M08,2020 Aug,34.7
CES0500000002,2020,M09,2020 Sep,34.8
CES0500000002,2020,M10,2020 Oct,34.8
CES0500000002,2020,M11,2020 Nov,34.8
CES0500000002,2020,M12,2020 Dec,34.7
CES0500000002,2021,M01,2021 Jan,35.0
CES0500000002,2021,M02,2021 Feb,34.6
CES0500000002,2021,M03,2021 Mar,34.9
CES0500000002,2021,M04,2021 Apr,34.9
CES0500000002,2021,M05,2021 May,34.8
CES0500000002,2021,M06,2021 Jun,34.8
CES0500000002,2021,M07,2021 Jul,34.8
CES2000000010,2000,M01,2000 Jan,844
CES2000000010,2000,M02,2000 Feb,847
CES2000000010,2000,M03,2000 Mar,847
CES2000000010,2000,M04,2000 Apr,848
CES2000000010,2000,M05,2000 May,849
CES2000000010,2000,M06,2000 Jun,849
CES2000000010,2000,M07,2000 Jul,849
CES2000000010,2000,M08,2000 Aug,848
CES2000000010,2000,M09,2000 Sep,848
CES2000000010,2000,M10,2000 Oct,847
CES2000000010,2000,M11,2000 Nov,843
CES2000000010,2000,M12,2000 Dec,833
CES2000000010,2001,M01,2001 Jan,827
CES2000000010,2001,M02,2001 Feb,832
CES2000000010,2001,M03,2001 Mar,834
CES2000000010,2001,M04,2001 Apr,833
CES2000000010,2001,M05,2001 May,833
CES2000000010,2001,M06,2001 Jun,833
CES2000000010,2001,M07,2001 Jul,831
CES2000000010,2001,M08,2001 Aug,831
CES2000000010,2001,M09,2001 Sep,832
CES2000000010,2001,M10,2001 Oct,831
CES2000000010,2001,M11,2001 Nov,828
CES2000000010,2001,M12,2001 Dec,831
CES2000000010,2002,M01,2002 Jan,831
CES2000000010,2002,M02,2002 Feb,830
CES2000000010,2002,M03,2002 Mar,831
CES2000000010,2002,M04,2002 Apr,827
CES2000000010,2002,M05,2002 May,826
CES2000000010,2002,M06,2002 Jun,822
CES2000000010,2002,M07,2002 Jul,821
CES2000000010,2002,M08,2002 Aug,825
CES2000000010,2002,M09,2002 Sep,825
CES2000000010,2002,M10,2002 Oct,825
CES2000000010,2002,M11,2002 Nov,828
CES2000000010,2002,M12,2002 Dec,830
CES2000000010,2003,M01,2003 Jan,828
CES2000000010,2003,M02,2003 Feb,824
CES2000000010,2003,M03,2003 Mar,821
CES2000000010,2003,M04,2003 Apr,819
CES2000000010,2003,M05,2003 May,818
CES2000000010,2003,M06,2003 Jun,819
CES2000000010,2003,M07,2003 Jul,822
CES2000000010,2003,M08,2003 Aug,821
CES2000000010,2003,M09,2003 Sep,820
CES2000000010,2003,M10,2003 Oct,822
CES2000000010,2003,M11,2003 Nov,822
CES2000000010,2003,M12,2003 Dec,823
CES2000000010,2004,M01,2004 Jan,824
CES2000000010,2004,M02,2004 Feb,828
CES2000000010,2004,M03,2004 Mar,830
CES2000000010,2004,M04,2004 Apr,834
