Series ID,Year,Period,Label,Value
CES4142470010,2003,M01,2003 Jan,38.4
CES4142470010,2003,M02,2003 Feb,38.2
CES4142470010,2003,M03,2003 Mar,38.1
CES4142470010,2003,M04,2003 Apr,37.2
CES4142470010,2003,M05,2003 May,37.3
CES4142470010,2003,M06,2003 Jun,35.9
CES4142470010,2003,M07,2003 Jul,36.7
CES4142470010,2003,M08,2003 Aug,38.1
CES4142470010,2003,M09,2003 Sep,36.9
CES4142470010,2003,M10,2003 Oct,38.4
CES4142470010,2003,M11,2003 Nov,39.0
CES4142470010,2003,M12,2003 Dec,39.4
CES4142470010,2004,M01,2004 Jan,39.5
CES4142470010,2004,M02,2004 Feb,40.1
CES4142470010,2004,M03,2004 Mar,40.5
CES4142470010,2004,M04,2004 Apr,41.0
CES4142470010,2004,M05,2004 May,40.8
CES4142470010,2004,M06,2004 Jun,41.4
CES4142470010,2004,M07,2004 Jul,42.2
CES4142470010,2004,M08,2004 Aug,41.9
CES4142470010,2004,M09,2004 Sep,43.0
CES4142470010,2004,M10,2004 Oct,42.8
CES4142470010,2004,M11,2004 Nov,43.1
CES4142470010,2004,M12,2004 Dec,42.5
CES4142470010,2005,M01,2005 Jan,42.0
CES4142470010,2005,M02,2005 Feb,41.1
CES4142470010,2005,M03,2005 Mar,40.4
CES4142470010,2005,M04,2005 Apr,40.3
CES4142470010,2005,M05,2005 May,40.2
CES4142470010,2005,M06,2005 Jun,39.9
CES4142470010,2005,M07,2005 Jul,38.9
CES4142470010,2005,M08,2005 Aug,38.3
CES4142470010,2005,M09,2005 Sep,37.1
CES4142470010,2005,M10,2005 Oct,36.7
CES4142470010,2005,M11,2005 Nov,35.6
CES4142470010,2005,M12,2005 Dec,35.2
CES4142470010,2006,M01,2006 Jan,34.9
CES4142470010,2006,M02,2006 Feb,35.3
CES4142470010,2006,M03,2006 Mar,34.8
CES4142470010,2006,M04,2006 Apr,34.0
CES4142470010,2006,M05,2006 May,33.6
CES4142470010,2006,M06,2006 Jun,32.8
CES4142470010,2006,M07,2006 Jul,31.9
CES4142470010,2006,M08,2006 Aug,31.3
CES4142470010,2006,M09,2006 Sep,30.8
CES4142470010,2006,M10,2006 Oct,30.0
CES4142470010,2006,M11,2006 Nov,29.9
CES4142470010,2006,M12,2006 Dec,30.5
CES4142470010,2007,M01,2007 Jan,30.5
CES4142470010,2007,M02,2007 Feb,29.9
CES4142470010,2007,M03,2007 Mar,30.6
CES4142470010,2007,M04,2007 Apr,31.1
CES4142470010,2007,M05,2007 May,30.5
CES4142470010,2007,M06,2007 Jun,30.4
CES4142470010,2007,M07,2007 Jul,31.4
CES4142470010,2007,M08,2007 Aug,30.9
CES4142470010,2007,M09,2007 Sep,32.4
CES4142470010,2007,M10,2007 Oct,32.7
CES4142470010,2007,M11,2007 Nov,33.3
CES4142470010,2007,M12,2007 Dec,33.1
CES4142470010,2008,M01,2008 Jan,33.2
CES4142470010,2008,M02,2008 Feb,34.2
CES4142470010,2008,M03,2008 Mar,34.0
CES4142470010,2008,M04,2008 Apr,34.6
CES4142470010,2008,M05,2008 May,33.9
CES4142470010,2008,M06,2008 Jun,33.9
CES4142470010,2008,M07,2008 Jul,33.9
CES4142470010,2008,M08,2008 Aug,34.1
CES4142470010,2008,M09,2008 Sep,34.1
CES4142470010,2008,M10,2008 Oct,34.1
CES4142470010,2008,M11,2008 Nov,34.3
CES4142470010,2008,M12,2008 Dec,34.0
CES4142470010,2009,M01,2009 Jan,34.0
CES4142470010,2009,M02,2009 Feb,33.0
CES4142470010,2009,M03,2009 Mar,32.6
CES4142470010,2009,M04,2009 Apr,32.7
CES4142470010,2009,M05,2009 May,33.0
CES4142470010,2009,M06,2009 Jun,32.8
CES4142470010,2009,M07,2009 Jul,32.5
CES4142470010,2009,M08,2009 Aug,32.3
CES4142470010,2009,M09,2009 Sep,32.0
CES4142470010,2009,M10,2009 Oct,31.9
CES4142470010,2009,M11,2009 Nov,31.2
CES4142470010,2009,M12,2009 Dec,30.1
CES4142470010,2010,M01,2010 Jan,30.3
CES4142470010,2010,M02,2010 Feb,30.9
CES4142470010,2010,M03,2010 Mar,30.0
CES4142470010,2010,M04,2010 Apr,29.5
CES4142470010,2010,M05,2010 May,29.1
CES4142470010,2010,M06,2010 Jun,29.3
CES4142470010,2010,M07,2010 Jul,29.3
CES4142470010,2010,M08,2010 Aug,29.5
CES4142470010,2010,M09,2010 Sep,29.4
CES4142470010,2010,M10,2010 Oct,28.9
CES4142470010,2010,M11,2010 Nov,28.7
CES4142470010,2010,M12,2010 Dec,28.2
CES4142470010,2011,M01,2011 Jan,28.1
CES4142470010,2011,M02,2011 Feb,28.1
CES4142470010,2011,M03,2011 Mar,28.0
CES4142470010,2011,M04,2011 Apr,28.0
CES4142470010,2011,M05,2011 May,27.9
CES4142470010,2011,M06,2011 Jun,28.1
CES4142470010,2011,M07,2011 Jul,28.0
CES4142470010,2011,M08,2011 Aug,28.2
CES4142470010,2011,M09,2011 Sep,28.2
CES4142470010,2011,M10,2011 Oct,27.9
CES4142470010,2011,M11,2011 Nov,29.2
CES4142470010,2011,M12,2011 Dec,30.7
CES4142470010,2012,M01,2012 Jan,31.5
CES4142470010,2012,M02,2012 Feb,31.8
CES4142470010,2012,M03,2012 Mar,32.8
CES4142470010,2012,M04,2012 Apr,32.6
CES4142470010,2012,M05,2012 May,33.3
CES4142470010,2012,M06,2012 Jun,32.9
CES4142470010,2012,M07,2012 Jul,33.0
CES4142470010,2012,M08,2012 Aug,32.7
CES4142470010,2012,M09,2012 Sep,32.1
CES4142470010,2012,M10,2012 Oct,32.0
CES4142470010,2012,M11,2012 Nov,32.0
CES4142470010,2012,M12,2012 Dec,30.9
CES4142470010,2013,M01,2013 Jan,30.1
CES4142470010,2013,M02,2013 Feb,30.2
CES4142470010,2013,M03,2013 Mar,29.5
CES4142470010,2013,M04,2013 Apr,29.2
CES4142470010,2013,M05,2013 May,28.8
CES4142470010,2013,M06,2013 Jun,28.6
CES4142470010,2013,M07,2013 Jul,27.6
CES4142470010,2013,M08,2013 Aug,27.9
CES4142470010,2013,M09,2013 Sep,28.1
CES4142470010,2013,M10,2013 Oct,27.9
CES4142470010,2013,M11,2013 Nov,27.7
CES4142470010,2013,M12,2013 Dec,27.7
CES4142470010,2014,M01,2014 Jan,27.5
CES4142470010,2014,M02,2014 Feb,27.4
CES4142470010,2014,M03,2014 Mar,27.1
CES4142470010,2014,M04,2014 Apr,27.6
CES4142470010,2014,M05,2014 May,27.4
CES4142470010,2014,M06,2014 Jun,27.3
CES4142470010,2014,M07,2014 Jul,27.3
CES4142470010,2014,M08,2014 Aug,27.4
CES4142470010,2014,M09,2014 Sep,27.6
CES4142470010,2014,M10,2014 Oct,27.7
CES4142470010,2014,M11,2014 Nov,28.3
CES4142470010,2014,M12,2014 Dec,28.4
CES4142470010,2015,M01,2015 Jan,28.3
CES4142470010,2015,M02,2015 Feb,27.9
CES4142470010,2015,M03,2015 Mar,27.9
CES4142470010,2015,M04,2015 Apr,27.4
CES4142470010,2015,M05,2015 May,28.6
CES4142470010,2015,M06,2015 Jun,28.5
CES4142470010,2015,M07,2015 Jul,28.3
CES4142470010,2015,M08,2015 Aug,28.5
CES4142470010,2015,M09,2015 Sep,28.3
CES4142470010,2015,M10,2015 Oct,28.2
CES4142470010,2015,M11,2015 Nov,28.1
CES4142470010,2015,M12,2015 Dec,27.8
CES4142470010,2016,M01,2016 Jan,27.8
CES4142470010,2016,M02,2016 Feb,27.6
CES4142470010,2016,M03,2016 Mar,27.7
CES4142470010,2016,M04,2016 Apr,27.8
CES4142470010,2016,M05,2016 May,27.4
CES4142470010,2016,M06,2016 Jun,27.5
CES4142470010,2016,M07,2016 Jul,27.8
CES4142470010,2016,M08,2016 Aug,27.7
CES4142470010,2016,M09,2016 Sep,27.8
CES4142470010,2016,M10,2016 Oct,27.7
CES4142470010,2016,M11,2016 Nov,27.4
CES4142470010,2016,M12,2016 Dec,27.7
CES4142470010,2017,M01,2017 Jan,27.6
CES4142470010,2017,M02,2017 Feb,27.6
CES4142470010,2017,M03,2017 Mar,27.4
CES4142470010,2017,M04,2017 Apr,26.9
CES4142470010,2017,M05,2017 May,26.7
CES4142470010,2017,M06,2017 Jun,26.4
CES4142470010,2017,M07,2017 Jul,26.3
CES4142470010,2017,M08,2017 Aug,26.0
CES4142470010,2017,M09,2017 Sep,25.9
CES4142470010,2017,M10,2017 Oct,25.9
CES4142470010,2017,M11,2017 Nov,25.7
CES4142470010,2017,M12,2017 Dec,25.5
CES4142470010,2018,M01,2018 Jan,25.5
CES4142470010,2018,M02,2018 Feb,25.7
CES4142470010,2018,M03,2018 Mar,26.2
CES4142470010,2018,M04,2018 Apr,26.0
CES4142470010,2018,M05,2018 May,25.9
CES4142470010,2018,M06,2018 Jun,25.8
CES4142470010,2018,M07,2018 Jul,25.6
CES4142470010,2018,M08,2018 Aug,25.8
CES4142470010,2018,M09,2018 Sep,25.7
CES4142470010,2018,M10,2018 Oct,25.6
CES4142470010,2018,M11,2018 Nov,25.3
CES4142470010,2018,M12,2018 Dec,25.6
CES4142470010,2019,M01,2019 Jan,25.9
CES4142470010,2019,M02,2019 Feb,25.8
CES4142470010,2019,M03,2019 Mar,25.6
CES4142470010,2019,M04,2019 Apr,26.3
CES4142470010,2019,M05,2019 May,28.0
CES4142470010,2019,M06,2019 Jun,27.3
CES4142470010,2019,M07,2019 Jul,28.0
CES4142470010,2019,M08,2019 Aug,27.9
CES4142470010,2019,M09,2019 Sep,28.5
CES4142470010,2019,M10,2019 Oct,28.7
CES4142470010,2019,M11,2019 Nov,29.2
CES4142470010,2019,M12,2019 Dec,29.6
CES4142470010,2020,M01,2020 Jan,29.3
CES4142470010,2020,M02,2020 Feb,29.0
CES4142470010,2020,M03,2020 Mar,28.3
CES4142470010,2020,M04,2020 Apr,28.3
CES4142470010,2020,M05,2020 May,27.3
CES4142470010,2020,M06,2020 Jun,27.0
CES4142470010,2020,M07,2020 Jul,26.5
CES4142470010,2020,M08,2020 Aug,26.4
CES4142470010,2020,M09,2020 Sep,26.0
CES4142470010,2020,M10,2020 Oct,26.4
CES4142470010,2020,M11,2020 Nov,26.2
CES4142470010,2020,M12,2020 Dec,26.2
CES4142470010,2021,M01,2021 Jan,26.0
CES4142470010,2021,M02,2021 Feb,26.0
CES4142470010,2021,M03,2021 Mar,25.9
CES4142470010,2021,M04,2021 Apr,26.7
CES4142470010,2021,M05,2021 May,27.5
CES4142470010,2021,M06,2021 Jun,27.1
CES5000000010,2000,M01,2000 Jan,1663
CES5000000010,2000,M02,2000 Feb,1667
CES5000000010,2000,M03,2000 Mar,1675
CES5000000010,2000,M04,2000 Apr,1688
CES5000000010,2000,M05,2000 May,1693
CES5000000010,2000,M06,2000 Jun,1703
CES5000000010,2000,M07,2000 Jul,1708
CES5000000010,2000,M08,2000 Aug,1676
CES5000000010,2000,M09,2000 Sep,1720
CES5000000010,2000,M10,2000 Oct,1720
CES5000000010,2000,M11,2000 Nov,1724
CES5000000010,2000,M12,2000 Dec,1732
CES5000000010,2001,M01,2001 Jan,1730
CES5000000010,2001,M02,2001 Feb,1730
CES5000000010,2001,M03,2001 Mar,1725
CES5000000010,2001,M04,2001 Apr,1709
CES5000000010,2001,M05,2001 May,1699
CES5000000010,2001,M06,2001 Jun,1690
CES5000000010,2001,M07,2001 Jul,1681
CES5000000010,2001,M08,2001 Aug,1670
CES5000000010,2001,M09,2001 Sep,1658
CES5000000010,2001,M10,2001 Oct,1649
CES5000000010,2001,M11,2001 Nov,1640
CES5000000010,2001,M12,2001 Dec,1629
CES5000000010,2002,M01,2002 Jan,1616
CES5000000010,2002,M02,2002 Feb,1603
CES5000000010,2002,M03,2002 Mar,1595
CES5000000010,2002,M04,2002 Apr,1584
CES5000000010,2002,M05,2002 May,1570
CES5000000010,2002,M06,2002 Jun,1557
CES5000000010,2002,M07,2002 Jul,1547
CES5000000010,2002,M08,2002 Aug,1543
CES5000000010,2002,M09,2002 Sep,1520
CES5000000010,2002,M10,2002 Oct,1520
CES5000000010,2002,M11,2002 Nov,1509
CES5000000010,2002,M12,2002 Dec,1485
CES5000000010,2003,M01,2003 Jan,1474
CES5000000010,2003,M02,2003 Feb,1460
CES5000000010,2003,M03,2003 Mar,1452
CES5000000010,2003,M04,2003 Apr,1443
CES5000000010,2003,M05,2003 May,1433
CES5000000010,2003,M06,2003 Jun,1427
CES5000000010,2003,M07,2003 Jul,1419
CES5000000010,2003,M08,2003 Aug,1412
CES5000000010,2003,M09,2003 Sep,1404
CES5000000010,2003,M10,2003 Oct,1402
CES5000000010,2003,M11,2003 Nov,1401
CES5000000010,2003,M12,2003 Dec,1403
CES5000000010,2004,M01,2004 Jan,1389
CES5000000010,2004,M02,2004 Feb,1385
CES5000000010,2004,M03,2004 Mar,1378
CES5000000010,2004,M04,2004 Apr,1373
CES5000000010,2004,M05,2004 May,1376
CES5000000010,2004,M06,2004 Jun,1376
CES5000000010,2004,M07,2004 Jul,1368
CES5000000010,2004,M08,2004 Aug,1355
CES5000000010,2004,M09,2004 Sep,1348
CES5000000010,2004,M10,2004 Oct,1348
CES5000000010,2004,M11,2004 Nov,1346
CES5000000010,2004,M12,2004 Dec,1355
CES5000000010,2005,M01,2005 Jan,1348
CES5000000010,2005,M02,2005 Feb,1346
CES5000000010,2005,M03,2005 Mar,1342
CES5000000010,2005,M04,2005 Apr,1341
CES5000000010,2005,M05,2005 May,1334
CES5000000010,2005,M06,2005 Jun,1327
CES5000000010,2005,M07,2005 Jul,1330
CES5000000010,2005,M08,2005 Aug,1329
CES5000000010,2005,M09,2005 Sep,1330
CES5000000010,2005,M10,2005 Oct,1322
CES5000000010,2005,M11,2005 Nov,1324
CES5000000010,2005,M12,2005 Dec,1322
CES5000000010,2006,M01,2006 Jan,1324
CES5000000010,2006,M02,2006 Feb,1320
CES5000000010,2006,M03,2006 Mar,1321
CES5000000010,2006,M04,2006 Apr,1316
CES5000000010,2006,M05,2006 May,1311
CES5000000010,2006,M06,2006 Jun,1310
CES5000000010,2006,M07,2006 Jul,1302
CES5000000010,2006,M08,2006 Aug,1302
CES5000000010,2006,M09,2006 Sep,1296
CES5000000010,2006,M10,2006 Oct,1288
CES5000000010,2006,M11,2006 Nov,1290
CES5000000010,2006,M12,2006 Dec,1288
CES5000000010,2007,M01,2007 Jan,1284
CES5000000010,2007,M02,2007 Feb,1284
CES5000000010,2007,M03,2007 Mar,1284
CES5000000010,2007,M04,2007 Apr,1286
CES5000000010,2007,M05,2007 May,1288
CES5000000010,2007,M06,2007 Jun,1288
CES5000000010,2007,M07,2007 Jul,1287
CES5000000010,2007,M08,2007 Aug,1281
CES5000000010,2007,M09,2007 Sep,1287
CES5000000010,2007,M10,2007 Oct,1286
CES5000000010,2007,M11,2007 Nov,1281
CES5000000010,2007,M12,2007 Dec,1284
CES5000000010,2008,M01,2008 Jan,1279
CES5000000010,2008,M02,2008 Feb,1279
CES5000000010,2008,M03,2008 Mar,1275
CES5000000010,2008,M04,2008 Apr,1273
CES5000000010,2008,M05,2008 May,1272
CES5000000010,2008,M06,2008 Jun,1269
CES5000000010,2008,M07,2008 Jul,1261
CES5000000010,2008,M08,2008 Aug,1256
CES5000000010,2008,M09,2008 Sep,1249
CES5000000010,2008,M10,2008 Oct,1242
CES5000000010,2008,M11,2008 Nov,1237
CES5000000010,2008,M12,2008 Dec,1225
CES5000000010,2009,M01,2009 Jan,1217
CES5000000010,2009,M02,2009 Feb,1214
CES5000000010,2009,M03,2009 Mar,1202
CES5000000010,2009,M04,2009 Apr,1192
CES5000000010,2009,M05,2009 May,1176
CES5000000010,2009,M06,2009 Jun,1168
CES5000000010,2009,M07,2009 Jul,1162
CES5000000010,2009,M08,2009 Aug,1151
CES5000000010,2009,M09,2009 Sep,1153
CES5000000010,2009,M10,2009 Oct,1143
CES5000000010,2009,M11,2009 Nov,1134
CES5000000010,2009,M12,2009 Dec,1130
CES5000000010,2010,M01,2010 Jan,1125
CES5000000010,2010,M02,2010 Feb,1119
CES5000000010,2010,M03,2010 Mar,1114
CES5000000010,2010,M04,2010 Apr,1109
CES5000000010,2010,M05,2010 May,1105
CES5000000010,2010,M06,2010 Jun,1098
CES5000000010,2010,M07,2010 Jul,1100
CES5000000010,2010,M08,2010 Aug,1099
CES5000000010,2010,M09,2010 Sep,1097
CES5000000010,2010,M10,2010 Oct,1094
CES5000000010,2010,M11,2010 Nov,1098
CES5000000010,2010,M12,2010 Dec,1092
CES5000000010,2011,M01,2011 Jan,1090
CES5000000010,2011,M02,2011 Feb,1087
CES5000000010,2011,M03,2011 Mar,1087
CES5000000010,2011,M04,2011 Apr,1086
CES5000000010,2011,M05,2011 May,1086
CES5000000010,2011,M06,2011 Jun,1086
CES5000000010,2011,M07,2011 Jul,1087
CES5000000010,2011,M08,2011 Aug,1071
CES5000000010,2011,M09,2011 Sep,1083
CES5000000010,2011,M10,2011 Oct,1083
CES5000000010,2011,M11,2011 Nov,1083
CES5000000010,2011,M12,2011 Dec,1082
CES5000000010,2012,M01,2012 Jan,1078
CES5000000010,2012,M02,2012 Feb,1082
CES5000000010,2012,M03,2012 Mar,1080
CES5000000010,2012,M04,2012 Apr,1081
CES5000000010,2012,M05,2012 May,1081
CES5000000010,2012,M06,2012 Jun,1080
CES5000000010,2012,M07,2012 Jul,1079
CES5000000010,2012,M08,2012 Aug,1074
CES5000000010,2012,M09,2012 Sep,1070
CES5000000010,2012,M10,2012 Oct,1072
CES5000000010,2012,M11,2012 Nov,1070
CES5000000010,2012,M12,2012 Dec,1068
CES5000000010,2013,M01,2013 Jan,1073
CES5000000010,2013,M02,2013 Feb,1074
CES5000000010,2013,M03,2013 Mar,1072
CES5000000010,2013,M04,2013 Apr,1071
CES5000000010,2013,M05,2013 May,1076
CES5000000010,2013,M06,2013 Jun,1076
CES5000000010,2013,M07,2013 Jul,1082
CES5000000010,2013,M08,2013 Aug,1077
CES5000000010,2013,M09,2013 Sep,1082
CES5000000010,2013,M10,2013 Oct,1087
CES5000000010,2013,M11,2013 Nov,1090
CES5000000010,2013,M12,2013 Dec,1091
CES5000000010,2014,M01,2014 Jan,1090
CES5000000010,2014,M02,2014 Feb,1088
CES5000000010,2014,M03,2014 Mar,1092
CES5000000010,2014,M04,2014 Apr,1092
CES5000000010,2014,M05,2014 May,1088
CES5000000010,2014,M06,2014 Jun,1095
CES5000000010,2014,M07,2014 Jul,1093
CES5000000010,2014,M08,2014 Aug,1099
CES5000000010,2014,M09,2014 Sep,1096
CES5000000010,2014,M10,2014 Oct,1094
CES5000000010,2014,M11,2014 Nov,1097
CES5000000010,2014,M12,2014 Dec,1099
CES5000000010,2015,M01,2015 Jan,1103
CES5000000010,2015,M02,2015 Feb,1102
CES5000000010,2015,M03,2015 Mar,1101
CES5000000010,2015,M04,2015 Apr,1099
CES5000000010,2015,M05,2015 May,1102
CES5000000010,2015,M06,2015 Jun,1103
CES5000000010,2015,M07,2015 Jul,1103
CES5000000010,2015,M08,2015 Aug,1103
CES5000000010,2015,M09,2015 Sep,1105
CES5000000010,2015,M10,2015 Oct,1105
CES5000000010,2015,M11,2015 Nov,1103
CES5000000010,2015,M12,2015 Dec,1104
CES5000000010,2016,M01,2016 Jan,1105
CES5000000010,2016,M02,2016 Feb,1110
CES5000000010,2016,M03,2016 Mar,1111
CES5000000010,2016,M04,2016 Apr,1111
CES5000000010,2016,M05,2016 May,1099
CES5000000010,2016,M06,2016 Jun,1113
CES5000000010,2016,M07,2016 Jul,1113
CES5000000010,2016,M08,2016 Aug,1119
CES5000000010,2016,M09,2016 Sep,1126
CES5000000010,2016,M10,2016 Oct,1127
CES5000000010,2016,M11,2016 Nov,1127
CES5000000010,2016,M12,2016 Dec,1125
CES5000000010,2017,M01,2017 Jan,1125
CES5000000010,2017,M02,2017 Feb,1121
CES5000000010,2017,M03,2017 Mar,1119
CES5000000010,2017,M04,2017 Apr,1119
CES5000000010,2017,M05,2017 May,1118
CES5000000010,2017,M06,2017 Jun,1115
CES5000000010,2017,M07,2017 Jul,1116
CES5000000010,2017,M08,2017 Aug,1115
CES5000000010,2017,M09,2017 Sep,1112
CES5000000010,2017,M10,2017 Oct,1111
CES5000000010,2017,M11,2017 Nov,1110
CES5000000010,2017,M12,2017 Dec,1113
CES5000000010,2018,M01,2018 Jan,1111
CES5000000010,2018,M02,2018 Feb,1112
CES5000000010,2018,M03,2018 Mar,1115
CES5000000010,2018,M04,2018 Apr,1116
CES5000000010,2018,M05,2018 May,1119
CES5000000010,2018,M06,2018 Jun,1124
CES5000000010,2018,M07,2018 Jul,1119
CES5000000010,2018,M08,2018 Aug,1119
CES5000000010,2018,M09,2018 Sep,1120
CES5000000010,2018,M10,2018 Oct,1122
CES5000000010,2018,M11,2018 Nov,1123
CES5000000010,2018,M12,2018 Dec,1123
CES5000000010,2019,M01,2019 Jan,1121
CES5000000010,2019,M02,2019 Feb,1126
CES5000000010,2019,M03,2019 Mar,1131
CES5000000010,2019,M04,2019 Apr,1131
CES5000000010,2019,M05,2019 May,1130
CES5000000010,2019,M06,2019 Jun,1136
CES5000000010,2019,M07,2019 Jul,1140
CES5000000010,2019,M08,2019 Aug,1145
CES5000000010,2019,M09,2019 Sep,1143
CES5000000010,2019,M10,2019 Oct,1143
CES5000000010,2019,M11,2019 Nov,1148
CES5000000010,2019,M12,2019 Dec,1149
CES5000000010,2020,M01,2020 Jan,1152
CES5000000010,2020,M02,2020 Feb,1154
CES5000000010,2020,M03,2020 Mar,1151
CES5000000010,2020,M04,2020 Apr,1049
CES5000000010,2020,M05,2020 May,1031
CES5000000010,2020,M06,2020 Jun,1043
CES5000000010,2020,M07,2020 Jul,1029
CES5000000010,2020,M08,2020 Aug,1043
CES5000000010,2020,M09,2020 Sep,1062
CES5000000010,2020,M10,2020 Oct,1060
CES5000000010,2020,M11,2020 Nov,1058
CES5000000010,2020,M12,2020 Dec,1062
CES5000000010,2021,M01,2021 Jan,1070
CES5000000010,2021,M02,2021 Feb,1067
CES5000000010,2021,M03,2021 Mar,1066
CES5000000010,2021,M04,2021 Apr,1074
CES5000000010,2021,M05,2021 May,1075
CES5000000010,2021,M06,2021 Jun,1082
CES5000000010,2021,M07,2021 Jul,1086
CES9000000010,2000,M01,2000 Jan,11658
CES9000000010,2000,M02,2000 Feb,11679
CES9000000010,2000,M03,2000 Mar,11755
CES9000000010,2000,M04,2000 Apr,11791
CES9000000010,2000,M05,2000 May,12027
CES9000000010,2000,M06,2000 Jun,11870
CES9000000010,2000,M07,2000 Jul,11764
CES9000000010,2000,M08,2000 Aug,11791
CES9000000010,2000,M09,2000 Sep,11747
CES9000000010,2000,M10,2000 Oct,11726
CES9000000010,2000,M11,2000 Nov,11749
CES9000000010,2000,M12,2000 Dec,11752
CES9000000010,2001,M01,2001 Jan,11803
CES9000000010,2001,M02,2001 Feb,11829
CES9000000010,2001,M03,2001 Mar,11858
CES9000000010,2001,M04,2001 Apr,11894
CES9000000010,2001,M05,2001 May,11919
CES9000000010,2001,M06,2001 Jun,11952
CES9000000010,2001,M07,2001 Jul,12070
CES9000000010,2001,M08,2001 Aug,12074
CES9000000010,2001,M09,2001 Sep,12192
CES9000000010,2001,M10,2001 Oct,12178
CES9000000010,2001,M11,2001 Nov,12197
CES9000000010,2001,M12,2001 Dec,12222
CES9000000010,2002,M01,2002 Jan,12251
CES9000000010,2002,M02,2002 Feb,12263
CES9000000010,2002,M03,2002 Mar,12291
CES9000000010,2002,M04,2002 Apr,12295
